seed,dataset,algorithm,fold
43,balance-scale,EBM_T,8
43,balance-scale,EBM_T,4
42,balance-scale,EBM_T,8
43,balance-scale,EBM_T,6
42,balance-scale,EBM_T,7
42,balance-scale,EBM_T,9
44,balance-scale,EBM_T,5
42,balance-scale,EBM_T,6
42,balance-scale,EBM_T,5
42,balance-scale,EBM_T,1
42,balance-scale,EBM_T,4
42,balance-scale,EBM_T,3
43,balance-scale,EBM_T,0
43,balance-scale,EBM_T,2
43,balance-scale,EBM_T,5
43,balance-scale,EBM_T,7
42,balance-scale,EBM_T,2
44,balance-scale,EBM_T,7
44,balance-scale,EBM_T,2
44,balance-scale,EBM_T,3
44,balance-scale,EBM_T,4
44,balance-scale,EBM_T,1
43,balance-scale,EBM_T,1
44,balance-scale,EBM_T,0
44,balance-scale,EBM_T,9
44,balance-scale,EBM_T,8
43,balance-scale,EBM_T,9
42,balance-scale,EBM_T,0
43,balance-scale,EBM_T,3
44,balance-scale,EBM_T,6
44,vehicle,EBM_T,6
42,vehicle,EBM_T,1
44,vehicle,EBM_T,5
44,vehicle,EBM_T,3
43,vehicle,EBM_T,2
44,vehicle,EBM_T,9
44,vehicle,EBM_T,8
43,vehicle,EBM_T,0
43,vehicle,EBM_T,8
42,vehicle,EBM_T,3
42,vehicle,EBM_T,4
42,vehicle,EBM_T,6
42,vehicle,EBM_T,5
42,vehicle,EBM_T,8
44,vehicle,EBM_T,2
44,vehicle,EBM_T,4
43,vehicle,EBM_T,5
43,vehicle,EBM_T,4
43,vehicle,EBM_T,1
43,vehicle,EBM_T,3
42,vehicle,EBM_T,7
44,vehicle,EBM_T,0
43,vehicle,EBM_T,6
44,vehicle,EBM_T,7
42,vehicle,EBM_T,2
42,vehicle,EBM_T,0
44,vehicle,EBM_T,1
43,vehicle,EBM_T,9
43,vehicle,EBM_T,7
42,vehicle,EBM_T,9
44,mfeat-factors,FIGS_T,0
42,mfeat-factors,FIGS_T,3
43,mfeat-factors,FIGS_T,1
43,mfeat-factors,FIGS_T,2
44,mfeat-factors,FIGS_T,8
42,mfeat-factors,FIGS_T,4
42,mfeat-factors,FIGS_T,2
44,mfeat-factors,FIGS_T,1
44,mfeat-factors,FIGS_T,2
44,mfeat-factors,FIGS_T,5
42,mfeat-factors,FIGS_T,7
43,mfeat-factors,FIGS_T,5
43,mfeat-factors,FIGS_T,6
43,mfeat-factors,FIGS_T,7
44,mfeat-factors,FIGS_T,4
43,mfeat-factors,FIGS_T,9
43,mfeat-factors,FIGS_T,4
42,mfeat-factors,FIGS_T,5
43,mfeat-factors,FIGS_T,0
43,mfeat-factors,FIGS_T,3
42,mfeat-factors,FIGS_T,6
42,mfeat-factors,FIGS_T,0
44,mfeat-factors,FIGS_T,3
44,mfeat-factors,FIGS_T,9
44,mfeat-factors,FIGS_T,7
44,mfeat-factors,FIGS_T,6
43,mfeat-factors,FIGS_T,8
42,mfeat-factors,FIGS_T,8
42,mfeat-factors,FIGS_T,1
42,mfeat-factors,FIGS_T,9
43,vehicle,RuleFit_T,8
43,vehicle,RuleFit_T,7
43,vehicle,RuleFit_T,0
43,vehicle,RuleFit_T,3
43,vehicle,RuleFit_T,5
43,vehicle,RuleFit_T,2
43,vehicle,RuleFit_T,1
42,vehicle,RuleFit_T,1
42,vehicle,RuleFit_T,7
44,vehicle,RuleFit_T,0
44,vehicle,RuleFit_T,1
44,vehicle,RuleFit_T,6
44,vehicle,RuleFit_T,4
42,vehicle,RuleFit_T,0
44,vehicle,RuleFit_T,2
42,vehicle,RuleFit_T,6
42,vehicle,RuleFit_T,3
42,vehicle,RuleFit_T,5
42,vehicle,RuleFit_T,4
42,vehicle,RuleFit_T,2
42,vehicle,RuleFit_T,9
42,vehicle,RuleFit_T,8
44,vehicle,RuleFit_T,9
44,vehicle,RuleFit_T,8
44,vehicle,RuleFit_T,7
43,vehicle,RuleFit_T,4
44,vehicle,RuleFit_T,3
44,vehicle,RuleFit_T,5
43,vehicle,RuleFit_T,6
43,vehicle,RuleFit_T,9
42,kr-vs-kp,EBM_T,0
42,kr-vs-kp,EBM_T,6
43,kr-vs-kp,EBM_T,6
42,kr-vs-kp,EBM_T,2
42,kr-vs-kp,EBM_T,7
43,kr-vs-kp,EBM_T,5
43,kr-vs-kp,EBM_T,7
43,kr-vs-kp,EBM_T,3
43,kr-vs-kp,EBM_T,4
43,kr-vs-kp,EBM_T,9
43,kr-vs-kp,EBM_T,8
44,kr-vs-kp,EBM_T,0
44,kr-vs-kp,EBM_T,2
42,kr-vs-kp,EBM_T,8
42,kr-vs-kp,EBM_T,3
44,kr-vs-kp,EBM_T,6
42,kr-vs-kp,EBM_T,1
42,kr-vs-kp,EBM_T,4
42,kr-vs-kp,EBM_T,9
42,kr-vs-kp,EBM_T,5
44,kr-vs-kp,EBM_T,9
44,kr-vs-kp,EBM_T,8
44,kr-vs-kp,EBM_T,4
44,kr-vs-kp,EBM_T,3
43,kr-vs-kp,EBM_T,1
44,kr-vs-kp,EBM_T,1
43,kr-vs-kp,EBM_T,2
43,kr-vs-kp,EBM_T,0
44,kr-vs-kp,EBM_T,7
44,kr-vs-kp,EBM_T,5
43,mfeat-factors,XGBoost_T,8
43,mfeat-factors,XGBoost_T,6
43,mfeat-factors,XGBoost_T,7
43,mfeat-factors,XGBoost_T,0
42,mfeat-factors,XGBoost_T,8
44,mfeat-factors,XGBoost_T,1
44,mfeat-factors,XGBoost_T,0
42,mfeat-factors,XGBoost_T,9
43,mfeat-factors,XGBoost_T,5
42,mfeat-factors,XGBoost_T,6
42,mfeat-factors,XGBoost_T,3
42,mfeat-factors,XGBoost_T,5
42,mfeat-factors,XGBoost_T,4
44,mfeat-factors,XGBoost_T,6
44,mfeat-factors,XGBoost_T,8
42,mfeat-factors,XGBoost_T,1
44,mfeat-factors,XGBoost_T,3
44,mfeat-factors,XGBoost_T,5
44,mfeat-factors,XGBoost_T,2
44,mfeat-factors,XGBoost_T,4
42,mfeat-factors,XGBoost_T,0
44,mfeat-factors,XGBoost_T,7
44,mfeat-factors,XGBoost_T,9
43,mfeat-factors,XGBoost_T,2
43,mfeat-factors,XGBoost_T,9
42,mfeat-factors,XGBoost_T,2
43,mfeat-factors,XGBoost_T,1
42,mfeat-factors,XGBoost_T,7
43,mfeat-factors,XGBoost_T,3
43,mfeat-factors,XGBoost_T,4
44,phoneme,RuleFit_T,2
43,phoneme,RuleFit_T,8
43,phoneme,RuleFit_T,9
43,phoneme,RuleFit_T,2
43,phoneme,RuleFit_T,1
43,phoneme,RuleFit_T,3
43,phoneme,RuleFit_T,0
42,phoneme,RuleFit_T,4
43,phoneme,RuleFit_T,7
44,phoneme,RuleFit_T,3
44,phoneme,RuleFit_T,1
44,phoneme,RuleFit_T,0
44,phoneme,RuleFit_T,6
44,phoneme,RuleFit_T,5
43,phoneme,RuleFit_T,5
43,phoneme,RuleFit_T,4
44,phoneme,RuleFit_T,7
44,phoneme,RuleFit_T,8
42,phoneme,RuleFit_T,9
42,phoneme,RuleFit_T,1
42,phoneme,RuleFit_T,2
44,phoneme,RuleFit_T,9
42,phoneme,RuleFit_T,3
42,phoneme,RuleFit_T,7
44,phoneme,RuleFit_T,4
43,phoneme,RuleFit_T,6
42,phoneme,RuleFit_T,5
42,phoneme,RuleFit_T,6
42,phoneme,RuleFit_T,8
42,phoneme,RuleFit_T,0
44,spambase,RuleFit_T,0
44,spambase,RuleFit_T,1
43,spambase,RuleFit_T,3
43,spambase,RuleFit_T,9
44,spambase,RuleFit_T,7
43,spambase,RuleFit_T,4
42,spambase,RuleFit_T,7
42,spambase,RuleFit_T,9
44,spambase,RuleFit_T,8
44,spambase,RuleFit_T,6
43,spambase,RuleFit_T,7
43,spambase,RuleFit_T,6
43,spambase,RuleFit_T,5
43,spambase,RuleFit_T,8
44,spambase,RuleFit_T,2
43,spambase,RuleFit_T,0
44,spambase,RuleFit_T,9
43,spambase,RuleFit_T,2
42,spambase,RuleFit_T,4
42,spambase,RuleFit_T,0
42,spambase,RuleFit_T,5
42,spambase,RuleFit_T,2
43,spambase,RuleFit_T,1
42,spambase,RuleFit_T,1
44,spambase,RuleFit_T,4
42,spambase,RuleFit_T,3
44,spambase,RuleFit_T,3
44,spambase,RuleFit_T,5
42,spambase,RuleFit_T,8
42,spambase,RuleFit_T,6
44,satimage,LightGBM_T,8
44,satimage,LightGBM_T,9
44,satimage,LightGBM_T,5
43,satimage,LightGBM_T,0
42,satimage,LightGBM_T,3
44,satimage,LightGBM_T,1
44,satimage,LightGBM_T,4
44,satimage,LightGBM_T,3
42,satimage,LightGBM_T,0
42,satimage,LightGBM_T,9
44,satimage,LightGBM_T,0
42,satimage,LightGBM_T,2
44,satimage,LightGBM_T,2
42,satimage,LightGBM_T,4
42,satimage,LightGBM_T,1
42,satimage,LightGBM_T,7
44,satimage,LightGBM_T,7
43,satimage,LightGBM_T,1
43,satimage,LightGBM_T,8
43,satimage,LightGBM_T,9
43,satimage,LightGBM_T,3
43,satimage,LightGBM_T,7
43,satimage,LightGBM_T,2
43,satimage,LightGBM_T,4
43,satimage,LightGBM_T,5
43,satimage,LightGBM_T,6
42,satimage,LightGBM_T,8
42,satimage,LightGBM_T,5
42,satimage,LightGBM_T,6
44,satimage,LightGBM_T,6
44,credit-g,EBM_T,5
44,credit-g,EBM_T,2
44,credit-g,EBM_T,0
44,credit-g,EBM_T,1
42,credit-g,EBM_T,1
43,credit-g,EBM_T,0
44,credit-g,EBM_T,7
44,credit-g,EBM_T,6
43,credit-g,EBM_T,6
42,credit-g,EBM_T,8
42,credit-g,EBM_T,5
43,credit-g,EBM_T,4
42,credit-g,EBM_T,4
43,credit-g,EBM_T,5
42,credit-g,EBM_T,6
42,credit-g,EBM_T,9
42,credit-g,EBM_T,7
43,credit-g,EBM_T,2
43,credit-g,EBM_T,1
43,credit-g,EBM_T,3
43,credit-g,EBM_T,7
44,credit-g,EBM_T,9
43,credit-g,EBM_T,9
43,credit-g,EBM_T,8
42,credit-g,EBM_T,2
44,credit-g,EBM_T,8
44,credit-g,EBM_T,4
42,credit-g,EBM_T,0
44,credit-g,EBM_T,3
42,credit-g,EBM_T,3
44,spambase,CatBoost_T,2
44,spambase,CatBoost_T,5
42,spambase,CatBoost_T,8
42,spambase,CatBoost_T,7
42,spambase,CatBoost_T,6
44,spambase,CatBoost_T,0
42,spambase,CatBoost_T,9
44,spambase,CatBoost_T,4
44,spambase,CatBoost_T,1
43,spambase,CatBoost_T,5
44,spambase,CatBoost_T,9
43,spambase,CatBoost_T,8
42,spambase,CatBoost_T,0
42,spambase,CatBoost_T,4
42,spambase,CatBoost_T,1
42,spambase,CatBoost_T,5
43,spambase,CatBoost_T,0
44,spambase,CatBoost_T,3
42,spambase,CatBoost_T,2
42,spambase,CatBoost_T,3
43,spambase,CatBoost_T,3
43,spambase,CatBoost_T,1
43,spambase,CatBoost_T,2
43,spambase,CatBoost_T,6
43,spambase,CatBoost_T,7
44,spambase,CatBoost_T,7
44,spambase,CatBoost_T,8
44,spambase,CatBoost_T,6
43,spambase,CatBoost_T,4
43,spambase,CatBoost_T,9
43,page-blocks,CatBoost_T,6
44,page-blocks,CatBoost_T,3
42,page-blocks,CatBoost_T,7
42,page-blocks,CatBoost_T,8
42,page-blocks,CatBoost_T,3
44,page-blocks,CatBoost_T,4
44,page-blocks,CatBoost_T,7
44,page-blocks,CatBoost_T,6
44,page-blocks,CatBoost_T,5
42,page-blocks,CatBoost_T,9
44,page-blocks,CatBoost_T,8
42,page-blocks,CatBoost_T,6
43,page-blocks,CatBoost_T,2
42,page-blocks,CatBoost_T,4
42,page-blocks,CatBoost_T,2
43,page-blocks,CatBoost_T,0
42,page-blocks,CatBoost_T,0
43,page-blocks,CatBoost_T,9
43,page-blocks,CatBoost_T,7
43,page-blocks,CatBoost_T,1
43,page-blocks,CatBoost_T,3
43,page-blocks,CatBoost_T,8
42,page-blocks,CatBoost_T,5
43,page-blocks,CatBoost_T,4
42,page-blocks,CatBoost_T,1
44,page-blocks,CatBoost_T,9
44,page-blocks,CatBoost_T,2
43,page-blocks,CatBoost_T,5
44,page-blocks,CatBoost_T,0
44,page-blocks,CatBoost_T,1
43,wine-quality,CatBoost_T,2
43,wine-quality,CatBoost_T,7
44,wine-quality,CatBoost_T,9
42,wine-quality,CatBoost_T,0
42,wine-quality,CatBoost_T,1
42,wine-quality,CatBoost_T,3
43,wine-quality,CatBoost_T,9
42,wine-quality,CatBoost_T,2
42,wine-quality,CatBoost_T,4
43,wine-quality,CatBoost_T,0
44,wine-quality,CatBoost_T,4
42,wine-quality,CatBoost_T,9
44,wine-quality,CatBoost_T,5
44,wine-quality,CatBoost_T,8
44,wine-quality,CatBoost_T,7
44,wine-quality,CatBoost_T,1
44,wine-quality,CatBoost_T,0
44,wine-quality,CatBoost_T,2
42,wine-quality,CatBoost_T,5
43,wine-quality,CatBoost_T,6
43,wine-quality,CatBoost_T,8
43,wine-quality,CatBoost_T,1
43,wine-quality,CatBoost_T,4
44,wine-quality,CatBoost_T,6
43,wine-quality,CatBoost_T,5
43,wine-quality,CatBoost_T,3
42,wine-quality,CatBoost_T,7
42,wine-quality,CatBoost_T,8
42,wine-quality,CatBoost_T,6
44,wine-quality,CatBoost_T,3
42,balance-scale,RuleFit_T,1
44,balance-scale,RuleFit_T,7
44,balance-scale,RuleFit_T,8
44,balance-scale,RuleFit_T,5
44,balance-scale,RuleFit_T,1
43,balance-scale,RuleFit_T,5
42,balance-scale,RuleFit_T,0
42,balance-scale,RuleFit_T,5
43,balance-scale,RuleFit_T,0
43,balance-scale,RuleFit_T,8
42,balance-scale,RuleFit_T,8
42,balance-scale,RuleFit_T,6
43,balance-scale,RuleFit_T,7
43,balance-scale,RuleFit_T,4
43,balance-scale,RuleFit_T,9
43,balance-scale,RuleFit_T,6
42,balance-scale,RuleFit_T,9
44,balance-scale,RuleFit_T,3
43,balance-scale,RuleFit_T,3
44,balance-scale,RuleFit_T,9
42,balance-scale,RuleFit_T,2
44,balance-scale,RuleFit_T,2
44,balance-scale,RuleFit_T,0
44,balance-scale,RuleFit_T,6
44,balance-scale,RuleFit_T,4
42,balance-scale,RuleFit_T,4
42,balance-scale,RuleFit_T,3
42,balance-scale,RuleFit_T,7
43,balance-scale,RuleFit_T,2
43,balance-scale,RuleFit_T,1
42,pendigits,FIGS_T,5
43,pendigits,FIGS_T,7
44,pendigits,FIGS_T,7
43,pendigits,FIGS_T,9
43,pendigits,FIGS_T,0
44,pendigits,FIGS_T,5
44,pendigits,FIGS_T,3
42,pendigits,FIGS_T,2
42,pendigits,FIGS_T,9
42,pendigits,FIGS_T,1
42,pendigits,FIGS_T,4
42,pendigits,FIGS_T,0
44,pendigits,FIGS_T,8
44,pendigits,FIGS_T,1
43,pendigits,FIGS_T,8
43,pendigits,FIGS_T,1
44,pendigits,FIGS_T,0
43,pendigits,FIGS_T,2
42,pendigits,FIGS_T,8
43,pendigits,FIGS_T,3
42,pendigits,FIGS_T,3
43,pendigits,FIGS_T,5
42,pendigits,FIGS_T,6
44,pendigits,FIGS_T,2
43,pendigits,FIGS_T,6
43,pendigits,FIGS_T,4
44,pendigits,FIGS_T,6
44,pendigits,FIGS_T,9
42,pendigits,FIGS_T,7
44,pendigits,FIGS_T,4
42,pendigits,LightGBM_T,6
44,pendigits,LightGBM_T,1
43,pendigits,LightGBM_T,8
44,pendigits,LightGBM_T,0
43,pendigits,LightGBM_T,6
44,pendigits,LightGBM_T,7
43,pendigits,LightGBM_T,0
42,pendigits,LightGBM_T,8
43,pendigits,LightGBM_T,7
43,pendigits,LightGBM_T,9
44,pendigits,LightGBM_T,3
44,pendigits,LightGBM_T,2
43,pendigits,LightGBM_T,4
42,pendigits,LightGBM_T,2
42,pendigits,LightGBM_T,0
42,pendigits,LightGBM_T,4
42,pendigits,LightGBM_T,9
42,pendigits,LightGBM_T,7
44,pendigits,LightGBM_T,6
44,pendigits,LightGBM_T,4
44,pendigits,LightGBM_T,5
44,pendigits,LightGBM_T,8
43,pendigits,LightGBM_T,1
42,pendigits,LightGBM_T,3
43,pendigits,LightGBM_T,5
44,pendigits,LightGBM_T,9
43,pendigits,LightGBM_T,2
43,pendigits,LightGBM_T,3
42,pendigits,LightGBM_T,1
42,pendigits,LightGBM_T,5
43,car,EBM_T,4
44,car,EBM_T,9
42,car,EBM_T,8
42,car,EBM_T,9
42,car,EBM_T,2
43,car,EBM_T,5
43,car,EBM_T,2
43,car,EBM_T,0
42,car,EBM_T,0
42,car,EBM_T,7
42,car,EBM_T,4
42,car,EBM_T,5
42,car,EBM_T,1
43,car,EBM_T,1
44,car,EBM_T,5
44,car,EBM_T,8
44,car,EBM_T,1
43,car,EBM_T,7
44,car,EBM_T,6
43,car,EBM_T,8
43,car,EBM_T,6
44,car,EBM_T,0
44,car,EBM_T,2
42,car,EBM_T,3
42,car,EBM_T,6
43,car,EBM_T,3
44,car,EBM_T,4
43,car,EBM_T,9
44,car,EBM_T,3
44,car,EBM_T,7
44,optdigits,FIGS_T,2
42,optdigits,FIGS_T,5
44,optdigits,FIGS_T,7
44,optdigits,FIGS_T,8
43,optdigits,FIGS_T,6
43,optdigits,FIGS_T,4
42,optdigits,FIGS_T,7
43,optdigits,FIGS_T,7
43,optdigits,FIGS_T,9
42,optdigits,FIGS_T,8
43,optdigits,FIGS_T,5
42,optdigits,FIGS_T,2
44,optdigits,FIGS_T,5
43,optdigits,FIGS_T,0
44,optdigits,FIGS_T,3
43,optdigits,FIGS_T,2
44,optdigits,FIGS_T,0
43,optdigits,FIGS_T,3
44,optdigits,FIGS_T,4
44,optdigits,FIGS_T,6
42,optdigits,FIGS_T,4
42,optdigits,FIGS_T,9
43,optdigits,FIGS_T,1
42,optdigits,FIGS_T,6
43,optdigits,FIGS_T,8
42,optdigits,FIGS_T,3
42,optdigits,FIGS_T,1
44,optdigits,FIGS_T,1
44,optdigits,FIGS_T,9
42,optdigits,FIGS_T,0
44,optdigits,LightGBM_T,1
43,optdigits,LightGBM_T,2
43,optdigits,LightGBM_T,9
43,optdigits,LightGBM_T,0
44,optdigits,LightGBM_T,6
44,optdigits,LightGBM_T,0
44,optdigits,LightGBM_T,4
43,optdigits,LightGBM_T,4
44,optdigits,LightGBM_T,7
44,optdigits,LightGBM_T,2
44,optdigits,LightGBM_T,5
42,optdigits,LightGBM_T,6
42,optdigits,LightGBM_T,7
43,optdigits,LightGBM_T,3
43,optdigits,LightGBM_T,1
43,optdigits,LightGBM_T,5
42,optdigits,LightGBM_T,3
43,optdigits,LightGBM_T,8
42,optdigits,LightGBM_T,8
43,optdigits,LightGBM_T,7
43,optdigits,LightGBM_T,6
42,optdigits,LightGBM_T,4
42,optdigits,LightGBM_T,0
42,optdigits,LightGBM_T,1
42,optdigits,LightGBM_T,9
42,optdigits,LightGBM_T,2
42,optdigits,LightGBM_T,5
44,optdigits,LightGBM_T,3
44,optdigits,LightGBM_T,9
44,optdigits,LightGBM_T,8
44,optdigits,XGBoost_T,9
44,optdigits,XGBoost_T,3
44,optdigits,XGBoost_T,8
42,optdigits,XGBoost_T,2
42,optdigits,XGBoost_T,3
42,optdigits,XGBoost_T,6
42,optdigits,XGBoost_T,1
42,optdigits,XGBoost_T,4
42,optdigits,XGBoost_T,9
42,optdigits,XGBoost_T,0
42,optdigits,XGBoost_T,7
42,optdigits,XGBoost_T,5
43,optdigits,XGBoost_T,3
44,optdigits,XGBoost_T,7
44,optdigits,XGBoost_T,6
43,optdigits,XGBoost_T,4
44,optdigits,XGBoost_T,1
44,optdigits,XGBoost_T,0
44,optdigits,XGBoost_T,2
43,optdigits,XGBoost_T,9
43,optdigits,XGBoost_T,0
43,optdigits,XGBoost_T,2
43,optdigits,XGBoost_T,1
42,optdigits,XGBoost_T,8
43,optdigits,XGBoost_T,5
43,optdigits,XGBoost_T,7
43,optdigits,XGBoost_T,8
43,optdigits,XGBoost_T,6
44,optdigits,XGBoost_T,5
44,optdigits,XGBoost_T,4
44,wine-quality,LightGBM_T,2
43,wine-quality,LightGBM_T,5
43,wine-quality,LightGBM_T,1
43,wine-quality,LightGBM_T,4
44,wine-quality,LightGBM_T,9
44,wine-quality,LightGBM_T,6
43,wine-quality,LightGBM_T,2
43,wine-quality,LightGBM_T,6
43,wine-quality,LightGBM_T,8
42,wine-quality,LightGBM_T,7
42,wine-quality,LightGBM_T,9
42,wine-quality,LightGBM_T,8
42,wine-quality,LightGBM_T,5
43,wine-quality,LightGBM_T,0
42,wine-quality,LightGBM_T,6
43,wine-quality,LightGBM_T,7
44,wine-quality,LightGBM_T,3
43,wine-quality,LightGBM_T,3
42,wine-quality,LightGBM_T,4
42,wine-quality,LightGBM_T,1
42,wine-quality,LightGBM_T,2
42,wine-quality,LightGBM_T,3
42,wine-quality,LightGBM_T,0
43,wine-quality,LightGBM_T,9
44,wine-quality,LightGBM_T,7
44,wine-quality,LightGBM_T,1
44,wine-quality,LightGBM_T,5
44,wine-quality,LightGBM_T,4
44,wine-quality,LightGBM_T,0
44,wine-quality,LightGBM_T,8
43,pendigits,XGBoost_T,4
43,pendigits,XGBoost_T,6
43,pendigits,XGBoost_T,5
42,pendigits,XGBoost_T,0
44,pendigits,XGBoost_T,3
44,pendigits,XGBoost_T,0
43,pendigits,XGBoost_T,2
43,pendigits,XGBoost_T,9
44,pendigits,XGBoost_T,2
44,pendigits,XGBoost_T,1
42,pendigits,XGBoost_T,2
42,pendigits,XGBoost_T,1
43,pendigits,XGBoost_T,1
43,pendigits,XGBoost_T,7
44,pendigits,XGBoost_T,8
43,pendigits,XGBoost_T,8
43,pendigits,XGBoost_T,3
43,pendigits,XGBoost_T,0
44,pendigits,XGBoost_T,4
44,pendigits,XGBoost_T,7
44,pendigits,XGBoost_T,5
44,pendigits,XGBoost_T,6
42,pendigits,XGBoost_T,8
42,pendigits,XGBoost_T,7
42,pendigits,XGBoost_T,9
44,pendigits,XGBoost_T,9
42,pendigits,XGBoost_T,4
42,pendigits,XGBoost_T,5
42,pendigits,XGBoost_T,3
42,pendigits,XGBoost_T,6
43,wdbc,CatBoost_T,4
43,wdbc,CatBoost_T,0
42,wdbc,CatBoost_T,9
44,wdbc,CatBoost_T,9
43,wdbc,CatBoost_T,9
43,wdbc,CatBoost_T,6
43,wdbc,CatBoost_T,8
44,wdbc,CatBoost_T,8
44,wdbc,CatBoost_T,5
43,wdbc,CatBoost_T,1
44,wdbc,CatBoost_T,3
42,wdbc,CatBoost_T,8
42,wdbc,CatBoost_T,2
44,wdbc,CatBoost_T,6
44,wdbc,CatBoost_T,1
44,wdbc,CatBoost_T,0
42,wdbc,CatBoost_T,0
42,wdbc,CatBoost_T,1
43,wdbc,CatBoost_T,7
42,wdbc,CatBoost_T,5
42,wdbc,CatBoost_T,7
42,wdbc,CatBoost_T,6
42,wdbc,CatBoost_T,3
42,wdbc,CatBoost_T,4
43,wdbc,CatBoost_T,5
44,wdbc,CatBoost_T,4
43,wdbc,CatBoost_T,3
43,wdbc,CatBoost_T,2
44,wdbc,CatBoost_T,7
44,wdbc,CatBoost_T,2
42,satimage,XGBoost_T,1
42,satimage,XGBoost_T,4
42,satimage,XGBoost_T,5
42,satimage,XGBoost_T,7
42,satimage,XGBoost_T,9
42,satimage,XGBoost_T,2
43,satimage,XGBoost_T,6
43,satimage,XGBoost_T,7
42,satimage,XGBoost_T,8
42,satimage,XGBoost_T,6
44,satimage,XGBoost_T,6
44,satimage,XGBoost_T,9
43,satimage,XGBoost_T,8
44,satimage,XGBoost_T,5
43,satimage,XGBoost_T,0
43,satimage,XGBoost_T,2
43,satimage,XGBoost_T,5
44,satimage,XGBoost_T,7
43,satimage,XGBoost_T,4
44,satimage,XGBoost_T,8
44,satimage,XGBoost_T,3
43,satimage,XGBoost_T,1
44,satimage,XGBoost_T,4
44,satimage,XGBoost_T,2
44,satimage,XGBoost_T,0
44,satimage,XGBoost_T,1
43,satimage,XGBoost_T,3
43,satimage,XGBoost_T,9
42,satimage,XGBoost_T,3
42,satimage,XGBoost_T,0
44,kr-vs-kp,RuleFit_T,9
44,kr-vs-kp,RuleFit_T,8
42,kr-vs-kp,RuleFit_T,2
42,kr-vs-kp,RuleFit_T,1
43,kr-vs-kp,RuleFit_T,6
43,kr-vs-kp,RuleFit_T,7
43,kr-vs-kp,RuleFit_T,3
43,kr-vs-kp,RuleFit_T,4
42,kr-vs-kp,RuleFit_T,3
42,kr-vs-kp,RuleFit_T,4
43,kr-vs-kp,RuleFit_T,9
43,kr-vs-kp,RuleFit_T,8
43,kr-vs-kp,RuleFit_T,2
44,kr-vs-kp,RuleFit_T,4
44,kr-vs-kp,RuleFit_T,5
43,kr-vs-kp,RuleFit_T,1
44,kr-vs-kp,RuleFit_T,6
44,kr-vs-kp,RuleFit_T,3
43,kr-vs-kp,RuleFit_T,0
44,kr-vs-kp,RuleFit_T,1
42,kr-vs-kp,RuleFit_T,7
44,kr-vs-kp,RuleFit_T,7
42,kr-vs-kp,RuleFit_T,6
42,kr-vs-kp,RuleFit_T,0
43,kr-vs-kp,RuleFit_T,5
42,kr-vs-kp,RuleFit_T,5
42,kr-vs-kp,RuleFit_T,9
42,kr-vs-kp,RuleFit_T,8
44,kr-vs-kp,RuleFit_T,0
44,kr-vs-kp,RuleFit_T,2
43,diabetes,EBM_T,2
43,diabetes,EBM_T,4
43,diabetes,EBM_T,5
43,diabetes,EBM_T,6
42,diabetes,EBM_T,8
42,diabetes,EBM_T,2
43,diabetes,EBM_T,7
43,diabetes,EBM_T,1
42,diabetes,EBM_T,4
42,diabetes,EBM_T,3
43,diabetes,EBM_T,0
43,diabetes,EBM_T,9
43,diabetes,EBM_T,3
43,diabetes,EBM_T,8
44,diabetes,EBM_T,9
44,diabetes,EBM_T,7
44,diabetes,EBM_T,5
44,diabetes,EBM_T,6
44,diabetes,EBM_T,8
42,diabetes,EBM_T,5
42,diabetes,EBM_T,9
42,diabetes,EBM_T,7
42,diabetes,EBM_T,6
42,diabetes,EBM_T,0
42,diabetes,EBM_T,1
44,diabetes,EBM_T,3
44,diabetes,EBM_T,0
44,diabetes,EBM_T,1
44,diabetes,EBM_T,4
44,diabetes,EBM_T,2
44,wine-quality,XGBoost_T,9
44,wine-quality,XGBoost_T,1
44,wine-quality,XGBoost_T,3
44,wine-quality,XGBoost_T,2
44,wine-quality,XGBoost_T,0
44,wine-quality,XGBoost_T,8
44,wine-quality,XGBoost_T,7
44,wine-quality,XGBoost_T,5
43,wine-quality,XGBoost_T,9
43,wine-quality,XGBoost_T,8
42,wine-quality,XGBoost_T,4
42,wine-quality,XGBoost_T,3
42,wine-quality,XGBoost_T,7
42,wine-quality,XGBoost_T,5
43,wine-quality,XGBoost_T,7
42,wine-quality,XGBoost_T,8
42,wine-quality,XGBoost_T,1
42,wine-quality,XGBoost_T,6
42,wine-quality,XGBoost_T,0
42,wine-quality,XGBoost_T,2
43,wine-quality,XGBoost_T,5
43,wine-quality,XGBoost_T,4
42,wine-quality,XGBoost_T,9
44,wine-quality,XGBoost_T,6
43,wine-quality,XGBoost_T,3
43,wine-quality,XGBoost_T,1
43,wine-quality,XGBoost_T,0
43,wine-quality,XGBoost_T,6
44,wine-quality,XGBoost_T,4
43,wine-quality,XGBoost_T,2
42,satimage,FIGS_T,3
42,satimage,FIGS_T,4
43,satimage,FIGS_T,9
43,satimage,FIGS_T,5
44,satimage,FIGS_T,8
44,satimage,FIGS_T,9
43,satimage,FIGS_T,4
43,satimage,FIGS_T,3
42,satimage,FIGS_T,5
42,satimage,FIGS_T,9
42,satimage,FIGS_T,6
42,satimage,FIGS_T,8
43,satimage,FIGS_T,8
43,satimage,FIGS_T,2
43,satimage,FIGS_T,7
42,satimage,FIGS_T,2
42,satimage,FIGS_T,1
42,satimage,FIGS_T,0
