seed,dataset,algorithm,fold
42,wdbc,LightGBM_T,0
42,wdbc,LightGBM_T,1
43,wdbc,LightGBM_T,7
44,wdbc,LightGBM_T,8
44,wdbc,LightGBM_T,0
44,wdbc,LightGBM_T,1
43,wdbc,LightGBM_T,3
44,wdbc,LightGBM_T,7
43,wdbc,LightGBM_T,1
43,wdbc,LightGBM_T,2
44,wdbc,LightGBM_T,2
44,wdbc,LightGBM_T,5
44,wdbc,LightGBM_T,3
44,wdbc,LightGBM_T,4
44,wdbc,LightGBM_T,6
44,wdbc,LightGBM_T,9
43,kr-vs-kp,LightGBM_T,8
42,kr-vs-kp,LightGBM_T,8
43,kr-vs-kp,LightGBM_T,0
43,kr-vs-kp,LightGBM_T,7
43,kr-vs-kp,LightGBM_T,2
43,kr-vs-kp,LightGBM_T,1
43,kr-vs-kp,LightGBM_T,4
44,kr-vs-kp,LightGBM_T,6
42,kr-vs-kp,LightGBM_T,7
44,kr-vs-kp,LightGBM_T,0
44,kr-vs-kp,LightGBM_T,1
44,kr-vs-kp,LightGBM_T,2
43,kr-vs-kp,LightGBM_T,9
42,kr-vs-kp,LightGBM_T,4
42,kr-vs-kp,LightGBM_T,3
44,kr-vs-kp,LightGBM_T,3
44,kr-vs-kp,LightGBM_T,4
43,kr-vs-kp,LightGBM_T,6
43,kr-vs-kp,LightGBM_T,5
43,kr-vs-kp,LightGBM_T,3
44,kr-vs-kp,LightGBM_T,7
42,kr-vs-kp,LightGBM_T,6
44,kr-vs-kp,LightGBM_T,8
44,kr-vs-kp,LightGBM_T,5
44,kr-vs-kp,LightGBM_T,9
42,kr-vs-kp,LightGBM_T,2
42,kr-vs-kp,LightGBM_T,0
42,kr-vs-kp,LightGBM_T,5
42,kr-vs-kp,LightGBM_T,1
42,kr-vs-kp,LightGBM_T,9
44,balance-scale,LightGBM_T,0
42,balance-scale,LightGBM_T,0
43,balance-scale,LightGBM_T,5
43,balance-scale,LightGBM_T,4
43,balance-scale,LightGBM_T,0
43,balance-scale,LightGBM_T,9
43,balance-scale,LightGBM_T,6
43,balance-scale,LightGBM_T,7
44,balance-scale,LightGBM_T,7
43,balance-scale,LightGBM_T,8
43,balance-scale,LightGBM_T,3
44,balance-scale,LightGBM_T,4
44,balance-scale,LightGBM_T,2
44,balance-scale,LightGBM_T,6
42,balance-scale,LightGBM_T,8
42,balance-scale,LightGBM_T,9
44,balance-scale,LightGBM_T,1
44,balance-scale,LightGBM_T,8
44,balance-scale,LightGBM_T,3
44,balance-scale,LightGBM_T,9
44,balance-scale,LightGBM_T,5
42,balance-scale,LightGBM_T,2
42,balance-scale,LightGBM_T,7
42,balance-scale,LightGBM_T,4
42,balance-scale,LightGBM_T,3
42,balance-scale,LightGBM_T,6
42,balance-scale,LightGBM_T,1
43,balance-scale,LightGBM_T,2
43,balance-scale,LightGBM_T,1
42,balance-scale,LightGBM_T,5
42,phoneme,FIGS_T,7
43,phoneme,FIGS_T,0
43,phoneme,FIGS_T,4
43,phoneme,FIGS_T,3
43,phoneme,FIGS_T,8
43,phoneme,FIGS_T,1
43,phoneme,FIGS_T,9
44,phoneme,FIGS_T,7
43,phoneme,FIGS_T,5
44,phoneme,FIGS_T,6
43,phoneme,FIGS_T,6
43,phoneme,FIGS_T,7
44,phoneme,FIGS_T,1
42,phoneme,FIGS_T,1
42,phoneme,FIGS_T,6
44,phoneme,FIGS_T,0
44,phoneme,FIGS_T,9
43,phoneme,FIGS_T,2
42,phoneme,FIGS_T,3
42,phoneme,FIGS_T,2
44,phoneme,FIGS_T,8
42,phoneme,FIGS_T,9
42,phoneme,FIGS_T,8
42,phoneme,FIGS_T,0
44,phoneme,FIGS_T,5
42,phoneme,FIGS_T,4
44,phoneme,FIGS_T,3
42,phoneme,FIGS_T,5
44,phoneme,FIGS_T,2
44,phoneme,FIGS_T,4
43,kr-vs-kp,XGBoost_T,8
44,kr-vs-kp,XGBoost_T,2
44,kr-vs-kp,XGBoost_T,7
44,kr-vs-kp,XGBoost_T,8
43,kr-vs-kp,XGBoost_T,0
44,kr-vs-kp,XGBoost_T,0
42,kr-vs-kp,XGBoost_T,6
43,kr-vs-kp,XGBoost_T,9
42,kr-vs-kp,XGBoost_T,8
42,kr-vs-kp,XGBoost_T,7
44,kr-vs-kp,XGBoost_T,9
43,kr-vs-kp,XGBoost_T,5
43,kr-vs-kp,XGBoost_T,4
43,kr-vs-kp,XGBoost_T,6
43,kr-vs-kp,XGBoost_T,3
43,kr-vs-kp,XGBoost_T,7
42,kr-vs-kp,XGBoost_T,0
44,kr-vs-kp,XGBoost_T,4
44,kr-vs-kp,XGBoost_T,3
44,kr-vs-kp,XGBoost_T,1
42,kr-vs-kp,XGBoost_T,1
42,kr-vs-kp,XGBoost_T,4
42,kr-vs-kp,XGBoost_T,3
42,kr-vs-kp,XGBoost_T,9
42,kr-vs-kp,XGBoost_T,2
42,kr-vs-kp,XGBoost_T,5
44,kr-vs-kp,XGBoost_T,5
44,kr-vs-kp,XGBoost_T,6
43,kr-vs-kp,XGBoost_T,1
43,kr-vs-kp,XGBoost_T,2
43,vehicle,FIGS_T,9
43,vehicle,FIGS_T,7
43,vehicle,FIGS_T,6
42,vehicle,FIGS_T,5
42,vehicle,FIGS_T,2
44,vehicle,FIGS_T,9
44,vehicle,FIGS_T,7
43,vehicle,FIGS_T,8
44,vehicle,FIGS_T,8
42,vehicle,FIGS_T,0
44,vehicle,FIGS_T,1
43,vehicle,FIGS_T,1
43,vehicle,FIGS_T,3
44,vehicle,FIGS_T,6
44,vehicle,FIGS_T,4
44,vehicle,FIGS_T,5
43,vehicle,FIGS_T,0
44,vehicle,FIGS_T,2
44,vehicle,FIGS_T,3
44,vehicle,FIGS_T,0
43,vehicle,FIGS_T,2
42,vehicle,FIGS_T,3
42,vehicle,FIGS_T,6
42,vehicle,FIGS_T,7
42,vehicle,FIGS_T,1
42,vehicle,FIGS_T,4
42,vehicle,FIGS_T,8
42,vehicle,FIGS_T,9
43,vehicle,FIGS_T,4
43,vehicle,FIGS_T,5
43,credit-g,LightGBM_T,2
43,credit-g,LightGBM_T,9
44,credit-g,LightGBM_T,4
43,credit-g,LightGBM_T,3
44,credit-g,LightGBM_T,6
44,credit-g,LightGBM_T,7
43,credit-g,LightGBM_T,4
43,credit-g,LightGBM_T,7
43,credit-g,LightGBM_T,8
44,credit-g,LightGBM_T,9
44,credit-g,LightGBM_T,5
44,credit-g,LightGBM_T,8
43,credit-g,LightGBM_T,6
43,credit-g,LightGBM_T,5
42,credit-g,LightGBM_T,8
42,credit-g,LightGBM_T,1
43,credit-g,LightGBM_T,1
44,credit-g,LightGBM_T,0
43,credit-g,LightGBM_T,0
42,credit-g,LightGBM_T,5
42,credit-g,LightGBM_T,6
42,credit-g,LightGBM_T,7
42,credit-g,LightGBM_T,0
42,credit-g,LightGBM_T,9
42,credit-g,LightGBM_T,2
42,credit-g,LightGBM_T,3
44,credit-g,LightGBM_T,3
44,credit-g,LightGBM_T,2
44,credit-g,LightGBM_T,1
42,credit-g,LightGBM_T,4
42,car,FIGS_T,9
42,car,FIGS_T,8
44,car,FIGS_T,9
44,car,FIGS_T,8
44,car,FIGS_T,5
43,car,FIGS_T,4
43,car,FIGS_T,5
44,car,FIGS_T,7
44,car,FIGS_T,6
43,car,FIGS_T,7
42,car,FIGS_T,3
43,car,FIGS_T,6
44,car,FIGS_T,2
44,car,FIGS_T,1
44,car,FIGS_T,0
43,car,FIGS_T,9
43,car,FIGS_T,1
43,car,FIGS_T,0
42,car,FIGS_T,4
42,car,FIGS_T,5
44,car,FIGS_T,3
44,car,FIGS_T,4
43,car,FIGS_T,2
43,car,FIGS_T,3
42,car,FIGS_T,2
42,car,FIGS_T,1
42,car,FIGS_T,6
42,car,FIGS_T,0
43,car,FIGS_T,8
42,car,FIGS_T,7
43,diabetes,LightGBM_T,0
44,diabetes,LightGBM_T,8
44,diabetes,LightGBM_T,9
44,diabetes,LightGBM_T,4
42,diabetes,LightGBM_T,5
43,diabetes,LightGBM_T,5
44,diabetes,LightGBM_T,3
42,diabetes,LightGBM_T,6
44,diabetes,LightGBM_T,6
44,diabetes,LightGBM_T,2
44,diabetes,LightGBM_T,7
43,diabetes,LightGBM_T,4
43,diabetes,LightGBM_T,7
44,diabetes,LightGBM_T,0
44,diabetes,LightGBM_T,1
43,diabetes,LightGBM_T,6
43,diabetes,LightGBM_T,1
43,diabetes,LightGBM_T,3
43,diabetes,LightGBM_T,2
43,diabetes,LightGBM_T,9
44,diabetes,LightGBM_T,5
42,diabetes,LightGBM_T,1
42,diabetes,LightGBM_T,0
42,diabetes,LightGBM_T,2
42,diabetes,LightGBM_T,3
42,diabetes,LightGBM_T,4
43,diabetes,LightGBM_T,8
42,diabetes,LightGBM_T,9
42,diabetes,LightGBM_T,7
42,diabetes,LightGBM_T,8
43,blood,CatBoost_T,5
42,blood,CatBoost_T,7
44,blood,CatBoost_T,8
42,blood,CatBoost_T,6
42,blood,CatBoost_T,2
44,blood,CatBoost_T,9
44,blood,CatBoost_T,7
42,blood,CatBoost_T,0
42,blood,CatBoost_T,9
43,blood,CatBoost_T,8
43,blood,CatBoost_T,4
43,blood,CatBoost_T,1
42,blood,CatBoost_T,8
43,blood,CatBoost_T,9
43,blood,CatBoost_T,6
43,blood,CatBoost_T,0
43,blood,CatBoost_T,7
44,blood,CatBoost_T,1
44,blood,CatBoost_T,6
44,blood,CatBoost_T,4
44,blood,CatBoost_T,0
44,blood,CatBoost_T,3
42,blood,CatBoost_T,3
43,blood,CatBoost_T,2
44,blood,CatBoost_T,5
42,blood,CatBoost_T,4
42,blood,CatBoost_T,5
42,blood,CatBoost_T,1
44,blood,CatBoost_T,2
43,blood,CatBoost_T,3
44,balance-scale,FIGS_T,0
44,balance-scale,FIGS_T,6
44,balance-scale,FIGS_T,4
44,balance-scale,FIGS_T,3
44,balance-scale,FIGS_T,8
44,balance-scale,FIGS_T,5
44,balance-scale,FIGS_T,2
42,balance-scale,FIGS_T,1
42,balance-scale,FIGS_T,0
43,balance-scale,FIGS_T,8
43,balance-scale,FIGS_T,4
43,balance-scale,FIGS_T,7
42,balance-scale,FIGS_T,5
42,balance-scale,FIGS_T,2
42,balance-scale,FIGS_T,4
42,balance-scale,FIGS_T,3
43,balance-scale,FIGS_T,2
42,balance-scale,FIGS_T,9
42,balance-scale,FIGS_T,7
42,balance-scale,FIGS_T,8
44,balance-scale,FIGS_T,7
44,balance-scale,FIGS_T,9
44,balance-scale,FIGS_T,1
43,balance-scale,FIGS_T,1
43,balance-scale,FIGS_T,6
43,balance-scale,FIGS_T,3
43,balance-scale,FIGS_T,9
43,balance-scale,FIGS_T,0
43,balance-scale,FIGS_T,5
42,balance-scale,FIGS_T,6
44,credit-g,XGBoost_T,3
42,credit-g,XGBoost_T,6
42,credit-g,XGBoost_T,5
44,credit-g,XGBoost_T,2
44,credit-g,XGBoost_T,0
43,credit-g,XGBoost_T,1
43,credit-g,XGBoost_T,0
44,credit-g,XGBoost_T,1
42,credit-g,XGBoost_T,7
43,credit-g,XGBoost_T,6
44,credit-g,XGBoost_T,6
44,credit-g,XGBoost_T,4
44,credit-g,XGBoost_T,7
44,credit-g,XGBoost_T,5
44,credit-g,XGBoost_T,8
43,credit-g,XGBoost_T,7
43,credit-g,XGBoost_T,3
43,credit-g,XGBoost_T,9
43,credit-g,XGBoost_T,5
42,credit-g,XGBoost_T,9
42,credit-g,XGBoost_T,1
42,credit-g,XGBoost_T,8
42,credit-g,XGBoost_T,4
42,credit-g,XGBoost_T,0
42,credit-g,XGBoost_T,3
42,credit-g,XGBoost_T,2
44,credit-g,XGBoost_T,9
43,credit-g,XGBoost_T,2
43,credit-g,XGBoost_T,8
43,credit-g,XGBoost_T,4
42,balance-scale,CatBoost_T,8
44,balance-scale,CatBoost_T,2
44,balance-scale,CatBoost_T,0
44,balance-scale,CatBoost_T,1
43,balance-scale,CatBoost_T,7
42,balance-scale,CatBoost_T,7
42,balance-scale,CatBoost_T,9
44,balance-scale,CatBoost_T,8
44,balance-scale,CatBoost_T,9
43,balance-scale,CatBoost_T,8
43,balance-scale,CatBoost_T,3
43,balance-scale,CatBoost_T,0
43,balance-scale,CatBoost_T,5
43,balance-scale,CatBoost_T,1
42,balance-scale,CatBoost_T,4
42,balance-scale,CatBoost_T,5
42,balance-scale,CatBoost_T,1
42,balance-scale,CatBoost_T,0
42,balance-scale,CatBoost_T,6
42,balance-scale,CatBoost_T,2
42,balance-scale,CatBoost_T,3
43,balance-scale,CatBoost_T,2
43,balance-scale,CatBoost_T,6
43,balance-scale,CatBoost_T,4
43,balance-scale,CatBoost_T,9
44,balance-scale,CatBoost_T,3
44,balance-scale,CatBoost_T,4
44,balance-scale,CatBoost_T,6
44,balance-scale,CatBoost_T,5
44,balance-scale,CatBoost_T,7
42,diabetes,XGBoost_T,8
42,diabetes,XGBoost_T,1
42,diabetes,XGBoost_T,3
42,diabetes,XGBoost_T,2
42,diabetes,XGBoost_T,4
42,diabetes,XGBoost_T,0
42,diabetes,XGBoost_T,9
42,diabetes,XGBoost_T,5
42,diabetes,XGBoost_T,6
42,diabetes,XGBoost_T,7
44,diabetes,XGBoost_T,6
44,diabetes,XGBoost_T,3
44,diabetes,XGBoost_T,4
44,diabetes,XGBoost_T,7
44,diabetes,XGBoost_T,9
44,diabetes,XGBoost_T,8
43,diabetes,XGBoost_T,1
43,diabetes,XGBoost_T,3
43,diabetes,XGBoost_T,6
43,diabetes,XGBoost_T,5
44,diabetes,XGBoost_T,5
43,diabetes,XGBoost_T,4
43,diabetes,XGBoost_T,0
43,diabetes,XGBoost_T,2
43,diabetes,XGBoost_T,8
43,diabetes,XGBoost_T,9
43,diabetes,XGBoost_T,7
44,diabetes,XGBoost_T,0
44,diabetes,XGBoost_T,1
44,diabetes,XGBoost_T,2
42,tic-tac-toe,LightGBM_T,1
44,tic-tac-toe,LightGBM_T,9
44,tic-tac-toe,LightGBM_T,7
44,tic-tac-toe,LightGBM_T,5
42,tic-tac-toe,LightGBM_T,2
44,tic-tac-toe,LightGBM_T,6
44,tic-tac-toe,LightGBM_T,4
44,tic-tac-toe,LightGBM_T,1
42,tic-tac-toe,LightGBM_T,5
43,tic-tac-toe,LightGBM_T,6
43,tic-tac-toe,LightGBM_T,7
43,tic-tac-toe,LightGBM_T,4
43,tic-tac-toe,LightGBM_T,5
44,tic-tac-toe,LightGBM_T,2
44,tic-tac-toe,LightGBM_T,3
42,tic-tac-toe,LightGBM_T,4
44,tic-tac-toe,LightGBM_T,8
42,tic-tac-toe,LightGBM_T,0
42,tic-tac-toe,LightGBM_T,6
42,tic-tac-toe,LightGBM_T,7
43,tic-tac-toe,LightGBM_T,9
44,tic-tac-toe,LightGBM_T,0
43,tic-tac-toe,LightGBM_T,1
43,tic-tac-toe,LightGBM_T,2
43,tic-tac-toe,LightGBM_T,3
42,tic-tac-toe,LightGBM_T,8
42,tic-tac-toe,LightGBM_T,9
43,tic-tac-toe,LightGBM_T,8
42,tic-tac-toe,LightGBM_T,3
43,tic-tac-toe,LightGBM_T,0
43,wdbc,XGBoost_T,4
44,wdbc,XGBoost_T,0
42,wdbc,XGBoost_T,5
42,wdbc,XGBoost_T,9
44,wdbc,XGBoost_T,1
44,wdbc,XGBoost_T,7
44,wdbc,XGBoost_T,4
42,wdbc,XGBoost_T,4
42,wdbc,XGBoost_T,0
42,wdbc,XGBoost_T,3
42,wdbc,XGBoost_T,7
42,wdbc,XGBoost_T,6
42,wdbc,XGBoost_T,2
42,wdbc,XGBoost_T,1
42,wdbc,XGBoost_T,8
43,wdbc,XGBoost_T,9
43,wdbc,XGBoost_T,8
44,wdbc,XGBoost_T,3
43,wdbc,XGBoost_T,5
43,wdbc,XGBoost_T,0
43,wdbc,XGBoost_T,3
43,wdbc,XGBoost_T,2
43,wdbc,XGBoost_T,7
44,wdbc,XGBoost_T,2
43,wdbc,XGBoost_T,6
43,wdbc,XGBoost_T,1
44,wdbc,XGBoost_T,8
44,wdbc,XGBoost_T,5
44,wdbc,XGBoost_T,6
44,wdbc,XGBoost_T,9
44,blood,LightGBM_T,9
42,blood,LightGBM_T,1
42,blood,LightGBM_T,7
44,blood,LightGBM_T,8
43,blood,LightGBM_T,1
43,blood,LightGBM_T,4
43,blood,LightGBM_T,0
43,blood,LightGBM_T,3
43,blood,LightGBM_T,9
42,blood,LightGBM_T,0
42,blood,LightGBM_T,2
43,blood,LightGBM_T,5
44,blood,LightGBM_T,7
44,blood,LightGBM_T,6
44,blood,LightGBM_T,1
42,blood,LightGBM_T,5
44,blood,LightGBM_T,0
44,blood,LightGBM_T,2
44,blood,LightGBM_T,3
43,blood,LightGBM_T,2
42,blood,LightGBM_T,8
44,blood,LightGBM_T,4
44,blood,LightGBM_T,5
42,blood,LightGBM_T,9
43,blood,LightGBM_T,7
43,blood,LightGBM_T,6
42,blood,LightGBM_T,4
42,blood,LightGBM_T,3
42,blood,LightGBM_T,6
43,blood,LightGBM_T,8
43,blood,XGBoost_T,7
43,blood,XGBoost_T,5
44,blood,XGBoost_T,4
42,blood,XGBoost_T,9
44,blood,XGBoost_T,1
44,blood,XGBoost_T,5
42,blood,XGBoost_T,4
44,blood,XGBoost_T,0
42,blood,XGBoost_T,5
44,blood,XGBoost_T,2
44,blood,XGBoost_T,6
44,blood,XGBoost_T,3
44,blood,XGBoost_T,7
42,blood,XGBoost_T,3
43,blood,XGBoost_T,6
43,blood,XGBoost_T,8
43,blood,XGBoost_T,3
43,blood,XGBoost_T,1
43,blood,XGBoost_T,0
43,blood,XGBoost_T,2
43,blood,XGBoost_T,9
43,blood,XGBoost_T,4
42,blood,XGBoost_T,6
42,blood,XGBoost_T,2
44,blood,XGBoost_T,9
42,blood,XGBoost_T,1
42,blood,XGBoost_T,7
42,blood,XGBoost_T,8
42,blood,XGBoost_T,0
44,blood,XGBoost_T,8
42,tic-tac-toe,FIGS_T,2
42,tic-tac-toe,FIGS_T,6
42,tic-tac-toe,FIGS_T,7
42,tic-tac-toe,FIGS_T,8
43,tic-tac-toe,FIGS_T,8
43,tic-tac-toe,FIGS_T,0
43,tic-tac-toe,FIGS_T,7
42,tic-tac-toe,FIGS_T,3
43,tic-tac-toe,FIGS_T,6
43,tic-tac-toe,FIGS_T,5
42,tic-tac-toe,FIGS_T,9
42,tic-tac-toe,FIGS_T,1
44,tic-tac-toe,FIGS_T,0
44,tic-tac-toe,FIGS_T,2
44,tic-tac-toe,FIGS_T,1
43,tic-tac-toe,FIGS_T,3
43,tic-tac-toe,FIGS_T,2
43,tic-tac-toe,FIGS_T,1
44,tic-tac-toe,FIGS_T,3
44,tic-tac-toe,FIGS_T,4
43,tic-tac-toe,FIGS_T,9
43,tic-tac-toe,FIGS_T,4
42,tic-tac-toe,FIGS_T,0
42,tic-tac-toe,FIGS_T,5
44,tic-tac-toe,FIGS_T,5
42,tic-tac-toe,FIGS_T,4
44,tic-tac-toe,FIGS_T,6
44,tic-tac-toe,FIGS_T,9
44,tic-tac-toe,FIGS_T,8
44,tic-tac-toe,FIGS_T,7
43,kr-vs-kp,FIGS_T,7
42,kr-vs-kp,FIGS_T,1
42,kr-vs-kp,FIGS_T,0
42,kr-vs-kp,FIGS_T,4
44,kr-vs-kp,FIGS_T,3
44,kr-vs-kp,FIGS_T,4
42,kr-vs-kp,FIGS_T,9
42,kr-vs-kp,FIGS_T,2
44,kr-vs-kp,FIGS_T,7
42,kr-vs-kp,FIGS_T,3
44,kr-vs-kp,FIGS_T,0
44,kr-vs-kp,FIGS_T,2
44,kr-vs-kp,FIGS_T,1
43,kr-vs-kp,FIGS_T,9
44,kr-vs-kp,FIGS_T,6
42,kr-vs-kp,FIGS_T,8
42,kr-vs-kp,FIGS_T,6
42,kr-vs-kp,FIGS_T,7
42,kr-vs-kp,FIGS_T,5
43,kr-vs-kp,FIGS_T,8
43,kr-vs-kp,FIGS_T,5
43,kr-vs-kp,FIGS_T,0
44,kr-vs-kp,FIGS_T,9
44,kr-vs-kp,FIGS_T,8
44,kr-vs-kp,FIGS_T,5
43,kr-vs-kp,FIGS_T,1
43,kr-vs-kp,FIGS_T,2
43,kr-vs-kp,FIGS_T,3
43,kr-vs-kp,FIGS_T,6
43,kr-vs-kp,FIGS_T,4
44,credit-g,FIGS_T,3
44,credit-g,FIGS_T,2
44,credit-g,FIGS_T,9
43,credit-g,FIGS_T,5
42,credit-g,FIGS_T,1
42,credit-g,FIGS_T,0
43,credit-g,FIGS_T,4
43,credit-g,FIGS_T,6
42,credit-g,FIGS_T,5
42,credit-g,FIGS_T,4
42,credit-g,FIGS_T,6
42,credit-g,FIGS_T,9
44,credit-g,FIGS_T,0
43,credit-g,FIGS_T,7
43,credit-g,FIGS_T,8
43,credit-g,FIGS_T,2
43,credit-g,FIGS_T,9
44,credit-g,FIGS_T,8
44,credit-g,FIGS_T,6
44,credit-g,FIGS_T,1
44,credit-g,FIGS_T,4
44,credit-g,FIGS_T,5
44,credit-g,FIGS_T,7
43,credit-g,FIGS_T,3
43,credit-g,FIGS_T,1
42,credit-g,FIGS_T,3
42,credit-g,FIGS_T,8
42,credit-g,FIGS_T,2
43,credit-g,FIGS_T,0
42,credit-g,FIGS_T,7
43,tic-tac-toe,XGBoost_T,7
44,tic-tac-toe,XGBoost_T,8
42,tic-tac-toe,XGBoost_T,0
44,tic-tac-toe,XGBoost_T,9
43,tic-tac-toe,XGBoost_T,3
42,tic-tac-toe,XGBoost_T,6
42,tic-tac-toe,XGBoost_T,2
42,tic-tac-toe,XGBoost_T,4
44,tic-tac-toe,XGBoost_T,3
43,tic-tac-toe,XGBoost_T,2
44,tic-tac-toe,XGBoost_T,1
44,tic-tac-toe,XGBoost_T,0
43,tic-tac-toe,XGBoost_T,4
43,tic-tac-toe,XGBoost_T,8
42,tic-tac-toe,XGBoost_T,1
44,tic-tac-toe,XGBoost_T,7
43,tic-tac-toe,XGBoost_T,0
43,tic-tac-toe,XGBoost_T,6
44,tic-tac-toe,XGBoost_T,4
43,tic-tac-toe,XGBoost_T,5
42,tic-tac-toe,XGBoost_T,5
44,tic-tac-toe,XGBoost_T,2
44,tic-tac-toe,XGBoost_T,6
44,tic-tac-toe,XGBoost_T,5
43,tic-tac-toe,XGBoost_T,9
42,tic-tac-toe,XGBoost_T,8
43,tic-tac-toe,XGBoost_T,1
42,tic-tac-toe,XGBoost_T,7
42,tic-tac-toe,XGBoost_T,9
42,tic-tac-toe,XGBoost_T,3
43,diabetes,FIGS_T,1
42,diabetes,FIGS_T,9
42,diabetes,FIGS_T,3
42,diabetes,FIGS_T,2
44,diabetes,FIGS_T,2
42,diabetes,FIGS_T,8
43,diabetes,FIGS_T,8
43,diabetes,FIGS_T,9
43,diabetes,FIGS_T,7
42,diabetes,FIGS_T,1
44,diabetes,FIGS_T,1
44,diabetes,FIGS_T,0
42,diabetes,FIGS_T,7
42,diabetes,FIGS_T,0
42,diabetes,FIGS_T,6
42,diabetes,FIGS_T,5
42,diabetes,FIGS_T,4
44,diabetes,FIGS_T,3
44,diabetes,FIGS_T,6
44,diabetes,FIGS_T,9
44,diabetes,FIGS_T,5
44,diabetes,FIGS_T,4
43,diabetes,FIGS_T,4
43,diabetes,FIGS_T,3
43,diabetes,FIGS_T,6
43,diabetes,FIGS_T,0
43,diabetes,FIGS_T,2
44,diabetes,FIGS_T,7
44,diabetes,FIGS_T,8
43,diabetes,FIGS_T,5
43,wdbc,FIGS_T,9
43,wdbc,FIGS_T,1
43,wdbc,FIGS_T,5
44,wdbc,FIGS_T,1
42,wdbc,FIGS_T,7
42,wdbc,FIGS_T,6
42,wdbc,FIGS_T,1
42,wdbc,FIGS_T,0
42,wdbc,FIGS_T,2
42,wdbc,FIGS_T,5
42,wdbc,FIGS_T,3
42,wdbc,FIGS_T,4
42,wdbc,FIGS_T,8
44,wdbc,FIGS_T,0
42,wdbc,FIGS_T,9
43,wdbc,FIGS_T,8
43,wdbc,FIGS_T,0
44,wdbc,FIGS_T,7
43,wdbc,FIGS_T,4
43,wdbc,FIGS_T,2
44,wdbc,FIGS_T,4
44,wdbc,FIGS_T,3
44,wdbc,FIGS_T,2
43,wdbc,FIGS_T,3
44,wdbc,FIGS_T,9
44,wdbc,FIGS_T,8
44,wdbc,FIGS_T,6
44,wdbc,FIGS_T,5
43,wdbc,FIGS_T,6
43,wdbc,FIGS_T,7
44,blood,FIGS_T,9
44,blood,FIGS_T,8
42,blood,FIGS_T,0
44,blood,FIGS_T,7
42,blood,FIGS_T,5
42,blood,FIGS_T,1
42,blood,FIGS_T,7
42,blood,FIGS_T,6
43,blood,FIGS_T,5
43,blood,FIGS_T,6
43,blood,FIGS_T,0
43,blood,FIGS_T,1
43,blood,FIGS_T,7
43,blood,FIGS_T,8
43,blood,FIGS_T,9
43,blood,FIGS_T,4
43,blood,FIGS_T,2
43,blood,FIGS_T,3
42,blood,FIGS_T,8
44,blood,FIGS_T,6
44,blood,FIGS_T,4
42,blood,FIGS_T,9
44,blood,FIGS_T,5
44,blood,FIGS_T,0
44,blood,FIGS_T,3
44,blood,FIGS_T,2
44,blood,FIGS_T,1
42,blood,FIGS_T,4
42,blood,FIGS_T,2
42,blood,FIGS_T,3
