Seed,Dataset,Algorithm,CV index,Status,Accuracy,AUC_ROC,Precision,Recall,F1_macro,MCC,bp_source,wall_s,chose_default,def_acc,best_acc,n_trials,timeout_hit
42,credit-g,CBM_KE,6,OK,0.77,0.8083333333333332,0.7266666666666667,0.7023809523809523,0.7115987460815048,0.4283597360771242,v26 main_pc0,10.7,,,,,
42,credit-g,CBM_KE,7,OK,0.68,0.6854761904761905,0.6140873015873016,0.6095238095238096,0.6114618746964546,0.223564540015925,v26 main_pc0,11.6,,,,,
42,credit-g,CBM_KE,8,OK,0.66,0.6842857142857143,0.5892857142857143,0.5857142857142857,0.587178241864983,0.1749635530559413,v26 main_pc0,8.6,,,,,
42,credit-g,CBM_KE,9,OK,0.67,0.7104761904761905,0.34536082474226804,0.4785714285714286,0.40119760479041916,-0.11512943346800043,v26 main_pc0,16.1,,,,,
42,credit-g,CBM,0,OK,0.58,0.6371428571428571,0.5800000000000001,0.5952380952380952,0.5625,0.1745743121887939,v26 main_pc0,4.3,,,,,
42,credit-g,CBM,1,OK,0.72,0.5916666666666667,0.65625,0.6190476190476191,0.6266666666666667,0.2727723627949905,v25(p_c=0),9.4,,,,,
42,credit-g,CBM,2,OK,0.68,0.7242857142857142,0.574750830564784,0.5428571428571428,0.5337995337995338,0.11320083081329449,v26 main_pc0,10.1,,,,,
42,credit-g,CBM,3,OK,0.63,0.6673809523809524,0.6260504201680672,0.6499999999999999,0.6129302228266555,0.27500954910846337,v26 main_pc0,7.7,,,,,
42,credit-g,CBM,4,OK,0.51,0.6095238095238095,0.5567465321563683,0.5642857142857143,0.5059985885673959,0.12079720779735574,v26 main_pc0,3.6,,,,,
42,credit-g,CBM,5,OK,0.58,0.6333333333333333,0.5568181818181819,0.5666666666666667,0.5495495495495495,0.12309149097933272,v26 main_pc0,6.4,,,,,
42,credit-g,CBM,6,OK,0.72,0.8107142857142858,0.7053140096618358,0.7428571428571429,0.7028862478777589,0.44659589686882367,v26 main_pc0,15.2,,,,,
42,credit-g,CBM,7,OK,0.63,0.7147619047619048,0.6515151515151515,0.6785714285714286,0.6214833759590792,0.3289758474798845,v26 main_pc0,7.1,,,,,
42,credit-g,CBM,8,OK,0.64,0.7007142857142857,0.6322115384615384,0.6571428571428571,0.6216897856242118,0.28827833009852755,v26 main_pc0,2.8,,,,,
42,credit-g,CBM,9,OK,0.69,0.6828571428571429,0.6115129596142255,0.5880952380952381,0.5920515857349651,0.19822977302029945,v25(p_c=0),3.1,,,,,
42,diabetes,CBM_KE,0,OK,0.6623376623376623,0.6874074074074074,0.616606170598911,0.5951851851851852,0.5970209339774557,0.21070529126903903,v26 main_pc0,13.3,,,,,
42,diabetes,CBM_KE,1,OK,0.7012987012987013,0.7248148148148148,0.670814479638009,0.6677777777777778,0.6691574817859145,0.3385786396448106,v26 main_pc0,5.4,,,,,
42,diabetes,CBM_KE,2,OK,0.7142857142857143,0.8051851851851851,0.6862962962962963,0.6862962962962963,0.6862962962962963,0.3725925925925926,v26 main_pc0,6.4,,,,,
