Dataset,mode,sub_seed,Algorithm,CV index,Status,Accuracy,AUC_ROC,Precision,Recall,F1_macro,MCC,wall_s
pendigits,nonstrat,101,CBM_KE,3,OK,0.992,0.9994291542529317,0.9919925548403972,0.9919984887964504,0.9919834238212241,0.9911122545314028,2238.1
pendigits,nonstrat,101,CBM_KE,4,OK,0.993,0.999539266374371,0.9931386636591153,0.9930343998965421,0.9930673674897939,0.992224935448127,2070.6
pendigits,nonstrat,101,CatBoost,0,OK,0.9935,0.9998542110836575,0.9936296215874716,0.9935108356623598,0.993548258338772,0.9927813381515492,4.5
pendigits,nonstrat,101,CatBoost,1,OK,0.997,0.9999733104591074,0.9970073750795573,0.9970246797468384,0.9970122608477758,0.996666895413747,4.4
pendigits,nonstrat,101,CatBoost,2,OK,0.992,0.9992798905601044,0.9922306676915319,0.9920128905639407,0.9920864270643379,0.9911176731708653,4.5
pendigits,nonstrat,101,CatBoost,3,OK,0.9915,0.9997958066586528,0.9915180204453214,0.9914216211488505,0.9914436403353253,0.9905597970738065,4.5
pendigits,nonstrat,101,CatBoost,4,OK,0.991,0.9995874431361242,0.9911394125033259,0.9910614963475307,0.9910714307282417,0.9900050787869409,4.4
pendigits,nonstrat,101,TabPFN,0,OK,0.999,0.9999966329541632,0.999043062200957,0.9989637305699481,0.9990009031735652,0.9988892285005673,8.1
pendigits,nonstrat,101,TabPFN,1,OK,0.9985,0.999998637434711,0.9984455958549223,0.9984665991902834,0.9984493620224042,0.9983344210331462,5.6
pendigits,nonstrat,101,TabPFN,2,OK,0.9985,0.9995667078468695,0.998478265855937,0.9984855769230769,0.9984780665891002,0.9983338737064734,8.6
pendigits,nonstrat,101,TabPFN,3,OK,0.9965,0.999988345222623,0.9964043999729413,0.9964636357876848,0.9964276485357597,0.9961118098702751,7.7
pendigits,nonstrat,101,TabPFN,4,OK,0.9955,0.9999778339639492,0.9955866359779423,0.9954418483702572,0.9954939771045351,0.9950034827577426,7.1
pendigits,nonstrat,102,CBM_KE,0,OK,0.993,0.9997028437415649,0.9930676129003027,0.9929094494851792,0.9929693855674735,0.9922248080900284,1916.3
pendigits,nonstrat,102,CBM_KE,1,OK,0.9955,0.9994488401857179,0.9955955066185374,0.9954594241667888,0.9955037904175166,0.9950042884572047,1923.2
pendigits,nonstrat,102,CBM_KE,2,OK,0.9935,0.9992631167453947,0.9935563188285915,0.9935159615366802,0.9935079587760235,0.9927831333927561,2114.0
pendigits,nonstrat,102,CBM_KE,3,OK,0.992,0.9994291542529317,0.9919925548403972,0.9919984887964504,0.9919834238212241,0.9911122545314028,2178.8
pendigits,nonstrat,102,CBM_KE,4,OK,0.993,0.999539266374371,0.9931386636591153,0.9930343998965421,0.9930673674897939,0.992224935448127,1933.4
pendigits,nonstrat,102,CatBoost,0,OK,0.9935,0.9998542110836575,0.9936296215874716,0.9935108356623598,0.993548258338772,0.9927813381515492,4.4
pendigits,nonstrat,102,CatBoost,1,OK,0.997,0.9999733104591074,0.9970073750795573,0.9970246797468384,0.9970122608477758,0.996666895413747,4.5
pendigits,nonstrat,102,CatBoost,2,OK,0.992,0.9992798905601044,0.9922306676915319,0.9920128905639407,0.9920864270643379,0.9911176731708653,4.5
pendigits,nonstrat,102,CatBoost,3,OK,0.9915,0.9997958066586528,0.9915180204453214,0.9914216211488505,0.9914436403353253,0.9905597970738065,4.5
pendigits,nonstrat,102,CatBoost,4,OK,0.991,0.9995874431361242,0.9911394125033259,0.9910614963475307,0.9910714307282417,0.9900050787869409,4.4
pendigits,nonstrat,102,TabPFN,0,OK,0.999,0.9999966329541632,0.999043062200957,0.9989637305699481,0.9990009031735652,0.9988892285005673,6.8
pendigits,nonstrat,102,TabPFN,1,OK,0.9985,0.999998637434711,0.9984455958549223,0.9984665991902834,0.9984493620224042,0.9983344210331462,7.1
pendigits,nonstrat,102,TabPFN,2,OK,0.9985,0.9995667078468695,0.998478265855937,0.9984855769230769,0.9984780665891002,0.9983338737064734,7.6
pendigits,nonstrat,102,TabPFN,3,OK,0.9965,0.999988345222623,0.9964043999729413,0.9964636357876848,0.9964276485357597,0.9961118098702751,6.9
pendigits,nonstrat,102,TabPFN,4,OK,0.9955,0.9999778339639492,0.9955866359779423,0.9954418483702572,0.9954939771045351,0.9950034827577426,7.5
pendigits,nonstrat,103,CBM_KE,0,OK,0.993,0.9997028437415649,0.9930676129003027,0.9929094494851792,0.9929693855674735,0.9922248080900284,1834.0
pendigits,nonstrat,103,CBM_KE,1,OK,0.9955,0.9994488401857179,0.9955955066185374,0.9954594241667888,0.9955037904175166,0.9950042884572047,2042.5
pendigits,nonstrat,103,CBM_KE,2,OK,0.9935,0.9992631167453947,0.9935563188285915,0.9935159615366802,0.9935079587760235,0.9927831333927561,1985.1
pendigits,nonstrat,103,CBM_KE,3,OK,0.992,0.9994291542529317,0.9919925548403972,0.9919984887964504,0.9919834238212241,0.9911122545314028,1846.3
pendigits,nonstrat,103,CBM_KE,4,OK,0.993,0.999539266374371,0.9931386636591153,0.9930343998965421,0.9930673674897939,0.992224935448127,1712.2
pendigits,nonstrat,103,CatBoost,0,OK,0.9935,0.9998542110836575,0.9936296215874716,0.9935108356623598,0.993548258338772,0.9927813381515492,4.5
pendigits,nonstrat,103,CatBoost,1,OK,0.997,0.9999733104591074,0.9970073750795573,0.9970246797468384,0.9970122608477758,0.996666895413747,4.5
pendigits,nonstrat,103,CatBoost,2,OK,0.992,0.9992798905601044,0.9922306676915319,0.9920128905639407,0.9920864270643379,0.9911176731708653,4.4
pendigits,nonstrat,103,CatBoost,3,OK,0.9915,0.9997958066586528,0.9915180204453214,0.9914216211488505,0.9914436403353253,0.9905597970738065,4.4
pendigits,nonstrat,103,CatBoost,4,OK,0.991,0.9995874431361242,0.9911394125033259,0.9910614963475307,0.9910714307282417,0.9900050787869409,4.5
pendigits,nonstrat,103,TabPFN,0,OK,0.999,0.9999966329541632,0.999043062200957,0.9989637305699481,0.9990009031735652,0.9988892285005673,7.1
pendigits,nonstrat,103,TabPFN,1,OK,0.9985,0.999998637434711,0.9984455958549223,0.9984665991902834,0.9984493620224042,0.9983344210331462,7.1
pendigits,nonstrat,103,TabPFN,2,OK,0.9985,0.9995667078468695,0.998478265855937,0.9984855769230769,0.9984780665891002,0.9983338737064734,5.2
pendigits,nonstrat,103,TabPFN,3,OK,0.9965,0.999988345222623,0.9964043999729413,0.9964636357876848,0.9964276485357597,0.9961118098702751,3.7
pendigits,nonstrat,103,TabPFN,4,OK,0.9955,0.9999778339639492,0.9955866359779423,0.9954418483702572,0.9954939771045351,0.9950034827577426,5.5
pendigits,strat,101,CBM_KE,0,OK,0.993,0.9997028437415649,0.9930676129003027,0.9929094494851792,0.9929693855674735,0.9922248080900284,2022.3
pendigits,strat,101,CBM_KE,1,OK,0.9955,0.9994488401857179,0.9955955066185374,0.9954594241667888,0.9955037904175166,0.9950042884572047,2048.1
pendigits,strat,101,CBM_KE,2,OK,0.9935,0.9992631167453947,0.9935563188285915,0.9935159615366802,0.9935079587760235,0.9927831333927561,2068.7
pendigits,strat,101,CBM_KE,3,OK,0.992,0.9994291542529317,0.9919925548403972,0.9919984887964504,0.9919834238212241,0.9911122545314028,2245.1
pendigits,strat,101,CBM_KE,4,OK,0.993,0.999539266374371,0.9931386636591153,0.9930343998965421,0.9930673674897939,0.992224935448127,2071.8
pendigits,strat,101,CatBoost,0,OK,0.9935,0.9998542110836575,0.9936296215874716,0.9935108356623598,0.993548258338772,0.9927813381515492,4.4
pendigits,strat,101,CatBoost,1,OK,0.997,0.9999733104591074,0.9970073750795573,0.9970246797468384,0.9970122608477758,0.996666895413747,4.4
pendigits,strat,101,CatBoost,2,OK,0.992,0.9992798905601044,0.9922306676915319,0.9920128905639407,0.9920864270643379,0.9911176731708653,4.4
pendigits,strat,101,CatBoost,3,OK,0.9915,0.9997958066586528,0.9915180204453214,0.9914216211488505,0.9914436403353253,0.9905597970738065,4.5
pendigits,strat,101,CatBoost,4,OK,0.991,0.9995874431361242,0.9911394125033259,0.9910614963475307,0.9910714307282417,0.9900050787869409,4.4
pendigits,strat,101,TabPFN,0,OK,0.999,0.9999966329541632,0.999043062200957,0.9989637305699481,0.9990009031735652,0.9988892285005673,7.2
pendigits,strat,101,TabPFN,1,OK,0.9985,0.999998637434711,0.9984455958549223,0.9984665991902834,0.9984493620224042,0.9983344210331462,6.8
pendigits,strat,101,TabPFN,2,OK,0.9985,0.9995667078468695,0.998478265855937,0.9984855769230769,0.9984780665891002,0.9983338737064734,7.7
pendigits,strat,101,TabPFN,3,OK,0.9965,0.999988345222623,0.9964043999729413,0.9964636357876848,0.9964276485357597,0.9961118098702751,6.9
pendigits,strat,101,TabPFN,4,OK,0.9955,0.9999778339639492,0.9955866359779423,0.9954418483702572,0.9954939771045351,0.9950034827577426,6.9
pendigits,strat,102,CBM_KE,0,OK,0.993,0.9997028437415649,0.9930676129003027,0.9929094494851792,0.9929693855674735,0.9922248080900284,2013.9
pendigits,strat,102,CBM_KE,1,OK,0.9955,0.9994488401857179,0.9955955066185374,0.9954594241667888,0.9955037904175166,0.9950042884572047,2007.1
pendigits,strat,102,CBM_KE,2,OK,0.9935,0.9992631167453947,0.9935563188285915,0.9935159615366802,0.9935079587760235,0.9927831333927561,2125.4
pendigits,strat,102,CBM_KE,3,OK,0.992,0.9994291542529317,0.9919925548403972,0.9919984887964504,0.9919834238212241,0.9911122545314028,2228.1
pendigits,strat,102,CBM_KE,4,OK,0.993,0.999539266374371,0.9931386636591153,0.9930343998965421,0.9930673674897939,0.992224935448127,2073.2
pendigits,strat,102,CatBoost,0,OK,0.9935,0.9998542110836575,0.9936296215874716,0.9935108356623598,0.993548258338772,0.9927813381515492,4.5
pendigits,strat,102,CatBoost,1,OK,0.997,0.9999733104591074,0.9970073750795573,0.9970246797468384,0.9970122608477758,0.996666895413747,4.5
pendigits,strat,102,CatBoost,2,OK,0.992,0.9992798905601044,0.9922306676915319,0.9920128905639407,0.9920864270643379,0.9911176731708653,4.4
pendigits,strat,102,CatBoost,3,OK,0.9915,0.9997958066586528,0.9915180204453214,0.9914216211488505,0.9914436403353253,0.9905597970738065,4.4
pendigits,strat,102,CatBoost,4,OK,0.991,0.9995874431361242,0.9911394125033259,0.9910614963475307,0.9910714307282417,0.9900050787869409,4.5
pendigits,strat,102,TabPFN,0,OK,0.999,0.9999966329541632,0.999043062200957,0.9989637305699481,0.9990009031735652,0.9988892285005673,7.4
pendigits,strat,102,TabPFN,1,OK,0.9985,0.999998637434711,0.9984455958549223,0.9984665991902834,0.9984493620224042,0.9983344210331462,7.0
pendigits,strat,102,TabPFN,2,OK,0.9985,0.9995667078468695,0.998478265855937,0.9984855769230769,0.9984780665891002,0.9983338737064734,6.8
pendigits,strat,102,TabPFN,3,OK,0.9965,0.999988345222623,0.9964043999729413,0.9964636357876848,0.9964276485357597,0.9961118098702751,7.9
pendigits,strat,102,TabPFN,4,OK,0.9955,0.9999778339639492,0.9955866359779423,0.9954418483702572,0.9954939771045351,0.9950034827577426,7.0
pendigits,strat,103,CBM_KE,0,OK,0.993,0.9997028437415649,0.9930676129003027,0.9929094494851792,0.9929693855674735,0.9922248080900284,2021.5
pendigits,strat,103,CBM_KE,1,OK,0.9955,0.9994488401857179,0.9955955066185374,0.9954594241667888,0.9955037904175166,0.9950042884572047,2030.7
pendigits,strat,103,CBM_KE,2,OK,0.9935,0.9992631167453947,0.9935563188285915,0.9935159615366802,0.9935079587760235,0.9927831333927561,2105.4
pendigits,strat,103,CBM_KE,3,OK,0.992,0.9994291542529317,0.9919925548403972,0.9919984887964504,0.9919834238212241,0.9911122545314028,2255.3
pendigits,strat,103,CBM_KE,4,OK,0.993,0.999539266374371,0.9931386636591153,0.9930343998965421,0.9930673674897939,0.992224935448127,2089.4
pendigits,strat,103,CatBoost,0,OK,0.9935,0.9998542110836575,0.9936296215874716,0.9935108356623598,0.993548258338772,0.9927813381515492,4.5
pendigits,strat,103,CatBoost,1,OK,0.997,0.9999733104591074,0.9970073750795573,0.9970246797468384,0.9970122608477758,0.996666895413747,4.4
pendigits,strat,103,CatBoost,2,OK,0.992,0.9992798905601044,0.9922306676915319,0.9920128905639407,0.9920864270643379,0.9911176731708653,4.4
pendigits,strat,103,CatBoost,3,OK,0.9915,0.9997958066586528,0.9915180204453214,0.9914216211488505,0.9914436403353253,0.9905597970738065,4.5
pendigits,strat,103,CatBoost,4,OK,0.991,0.9995874431361242,0.9911394125033259,0.9910614963475307,0.9910714307282417,0.9900050787869409,4.5
pendigits,strat,103,TabPFN,0,OK,0.999,0.9999966329541632,0.999043062200957,0.9989637305699481,0.9990009031735652,0.9988892285005673,7.8
pendigits,strat,103,TabPFN,1,OK,0.9985,0.999998637434711,0.9984455958549223,0.9984665991902834,0.9984493620224042,0.9983344210331462,7.3
pendigits,strat,103,TabPFN,2,OK,0.9985,0.9995667078468695,0.998478265855937,0.9984855769230769,0.9984780665891002,0.9983338737064734,7.3
pendigits,strat,103,TabPFN,3,OK,0.9965,0.999988345222623,0.9964043999729413,0.9964636357876848,0.9964276485357597,0.9961118098702751,5.9
pendigits,strat,103,TabPFN,4,OK,0.9955,0.9999778339639492,0.9955866359779423,0.9954418483702572,0.9954939771045351,0.9950034827577426,5.4
